depth_from_m,depth_to_m,borehole_id,layer_number,depth_range,soil_type,uscs_symbol,soil_description,color,spt_n_value,spt_n60,spt_n160,blow_count_int,unit_weight,unit_weight_saturated,moisture_content,plasticity_index,liquid_limit,plastic_limit,fines_content,mean_particle_size_d50,groundwater_depth_m,water_table_at_depth,friction_angle,cohesion_kpa,shear_modulus_mpa,youngs_modulus_mpa,poisson_ratio,pga_g,csr,cyclic_strength_ratio,liquefaction,liquefaction_risk_level,settlement_cm,foundation_width_m,foundation_depth_m,bearing_capacity_kpa,qa_allowable_kpa,effective_overburden_pressure,total_overburden_pressure,relative_density_percent,test_laboratory,observer_name,remarks,location
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,104.0,,,18.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,14.0,,,19.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,118.0,,,20.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,112.0,,,19.0,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,88.0,,,20.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,74.0,,,16.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,60.0,,,21.0,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,52.0,,,19.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,94.0,,,18.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,66.0,,,18.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
0.0,1.5,BH-001,1,0.0-1.5m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,60.0,,,19.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,,,,,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,87.2,,,16.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,67.6,,,19.7,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,73.1,,,17.6,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,28.1,,,18.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,28.8,,,19.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,46.5,,,17.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,62.5,,,20.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,6.2,,,18.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,9.0,,,19.9,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,19.3,,,19.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,83.9,,,19.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,60.9,,,18.2,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,65.6,,,19.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,69.5,,,20.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,43.9,,,21.0,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,11.5,,,16.4,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,9.3,,,18.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
1.5,3.0,BH-001,2,1.5-3.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,68.8,,,18.3,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,,,,,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,38.1,,,17.5,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
10.5,12.0,BH-001,8,10.5-12.0m,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,47.7,,,19.1,,,,,,,,"Tarlac Province, Philippines Investigation Type: Borehole Sampling (SPT) Depth Range: 0m - 15m Number of Depth Layers: 10 Data Categories: • Liquefaction Analysis • Bearing Capacity Calculations • Settlement Analysis Municipalities Covered: • Anao • Bamban • Camiling • Capas • Concepcion • Gerona • La Paz • Mayantoc • Moncada • Paniqui • Pura • Ramos • San Clemente • San Manuel • Santa Ignacia • Tarlac City • Victoria"
